Category,Name,Address,Suburb,State,Postcode,Phone,Fax,Email,Website,Staff,Established,ABN,ABN_Status,ABN_Type,ABN_Accuracy
Religious Organisations,"Catholic Education Office, Diocese of Sale",6 Witton St,Warragul,VIC,3820,(03) 5622 6600,,director@ceosale.catholic.edu.au,www2.ceosale.catholic.edu.au,,,,,,
Religious Organisations,Catholic Historical Commission,383 Albert St,East Melbourne,VIC,3002,(03) 9419 5729,,,,,,,,,
Religious Organisations,Catholic Parish House,,Jurien Bay,WA,6516,(08) 9652 1652,,,,,,,,,
Religious Organisations,Catholic Traditional,40 Ludstone St,Hampton,VIC,3188,(03) 9598 3848,,,,,,,,,
Religious Organisations,Celestial World Australia,,Lewiston,SA,5501,(08) 8520 3585,,,http://www.celestialworldaustralia.com,,,59 832 587 200,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Centacare Kimberley,,Broome,WA,6725,(08) 9192 2293,,,,,,86 990 067 369,Active,Entity Name (Historic),99% ABN Accuracy
Religious Organisations,Ch'an Academy,33 Brooking St,Upwey,VIC,3158,(03) 9754 3334,,,,,,42 611 496 488,Active,Other Name,99% ABN Accuracy
Religious Organisations,Chinese Christian Church Of Victoria Inc.,Cnr Orrong and Wynnstay Rds,Armadale,VIC,3143,(03) 9525 2258,,,,,,,,,
Religious Organisations,Christadelphian Answering Service,52 Alpine Way,Kilsyth,VIC,3137,(03) 9728 6841,,,,,,,,,
Religious Organisations,Christadelphian Diamond Valley Bible Centre,230 Mine Rd,Nutfield,VIC,3099,(03) 9714 8582,,,,,,,,,
Religious Organisations,Christadelphian Ecclesia Hall,59 Raeburn Rd,Breadalbane,TAS,7258,(03) 6334 9999,,,,,,,,,
Religious Organisations,Christian Brethren Assemblies,127-133 Garnett Rd,Wheelers Hill,VIC,3150,(03) 9790 6018,,,,,,,,,
Religious Organisations,Christian Brethren Assemblies,20 Fellows St,Kew,VIC,3101,(03) 9853 2821,,,,,,,,,
Religious Organisations,Christian Brethren Assemblies,2 Leonard St,Balwyn,VIC,3103,(03) 9890 4164,,,,,,,,,
Religious Organisations,Christian Brethren Family Care Opportunity Shop,116 Railway Ave,Ringwood East,VIC,3135,(03) 9879 2323,,,,,,,,,
Religious Organisations,Christian City Church Whitehorse,"C 3 Centre, 171 Rooks Rd",Vermont,VIC,3133,(03) 9837 2900,,,,,,,,,
Religious Organisations,Christian City Church Whitehorse,27 Bank St,Box Hill,VIC,3128,(03) 9898 5477,,,,,,,,,
Religious Organisations,Christian Dance Fellowship Tasmanian Branch,75 Alomes Rd,Forcett,TAS,7173,(03) 6229 6099,,,,,,,,,
Religious Organisations,Christian Life Ministries Church in Perth,173 Gildertriffe St,Scarborough,WA,6019,(08) 9404 8683,,robert.whately@gmail.com,www.christianlifeministries.com.au,,,,,,
Religious Organisations,Christian Orthodox Brotherhood of Apostle Paul Corp,99 Buckley St,Footscray,VIC,3011,(03) 9689 6838,,,,,,,,,
Religious Organisations,Christian Youth Camps Of S.A. Inc.,,Wellington,SA,5259,(08) 8572 7262,,,,,,86 857 437 624,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Churchwest Kalgoorlie,46 Hannan St,Kalgoorlie,WA,6430,0468 349 437,,,http://www.churchwest.org,,,,,,
Religious Organisations,City On A Hill: Geelong,370 Moorabool St,South Geelong,VIC,3220,(03) 9640 0990,,info@cityonahill.com.au,http://cityonahill.com.au,,,,,,
Religious Organisations,City on a Hill: West,Hoyts Highpoint/ 120-200 Rosamond Rd,Maribyrnong,VIC,3032,(03) 9640 0990,,info@cityonahill.com.au,http://www.cityonahill.com.au,,,,,,
Religious Organisations,CityLife Church - Knox,1248 High Street Rd,Wantirna South,VIC,3152,(03) 9871 8300,,,,,,,,,
Religious Organisations,CityLight Church,Wetlands Education Centre 184 Hope Rd,Bibra Lake,WA,6163,0450 907 345,,info@citylightchurch.net.au,www.citylightchurch.net.au,,,55 009 562 430,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Club Solo Ministries,2 Karen Ct,Mill Park,VIC,3082,(03) 9407 1240,,solo@sctelco.net.au,www.clubsolo.org.au,,,42 194 058 113,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Company Of Sinners Inc.,23 Keith Rd,Blackwood,SA,5051,(08) 8370 0033,,,,,,38 704 573 873,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Covenant Baptist Church (Reformed),Cnr Fourth Ave and Central Rd,Rossmoyne,WA,6148,(08) 9337 4537,,,,,,,,,
Religious Organisations,Crossroads Victoria Christian Fellowship With Disabled Persons,Suite 1 587 Canterbury Rd,Surrey Hills,VIC,3127,(03) 8809 3000,,,,,,,,,
Religious Organisations,Cummins Congregation Of Jehovah's Witnesses,Warro Rd,Cummins,SA,5631,(08) 8676 2466,,,,,,,,,
Religious Organisations,CWG Mission 1,,Kelmscott,WA,6111,(08) 9495 1982,,,,,,,,,
Religious Organisations,David House Fellowship Inc.,908 North Rd,Bentleigh East,VIC,3165,(03) 9570 5582,,,,,,65 043 285 064,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Dhammagiri Forest Hermitage,,suppressed,suppressed,,(07) 3201 2041,,,,,,,,,
Religious Organisations,Diggerland Church Inc.,26 Indi Ave,Red Cliffs,VIC,3496,(03) 5024 3542,,,,,,38 710 394 652,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Diocesan Pastoral Resource Centre,8 Pearson St,Sale,VIC,3850,(03) 5144 6132,,,,,,,,,
Religious Organisations,Doreen Baptist Church,25 Hazelglen Dr,Doreen,VIC,3754,0417 568 576,,pastor@doreenbaptist.org.au,http://www.doreenbaptist.org.au,,,40 853 576 644,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Elijah House Australia Pty Ltd,19 Inglis Rd,Berwick,VIC,3806,(03) 9769 9344,,,,,,,,,
Religious Organisations,Elizabeth Revival Centre,45 John Rice Ave,Elizabeth Vale,SA,5112,(08) 8281 1309,,,,,,,,,
Religious Organisations,Faith Above All Inc,310 Cunninghams Rd,Werribee South,VIC,3030,(03) 8742 0342,,,,,,,,,
Religious Organisations,Faith Baptist Church,Primary School Hall Anglesea St,South Hobart,TAS,7004,(03) 6247 8830,,,,,,26 486 858 083,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Faith Christian Church Casey,11/ 25-35 Narre Warren-Cranbourne Rd,Narre Warren,VIC,3805,0419 850 695,,,,,,,,,
Religious Organisations,Followers of Christ,,Karingal,VIC,3199,(03) 9776 6215,,,,,,,,,
Religious Organisations,Franciscan Sisters Of The Heart Of Jesus (SOHOJIC),2 Franciscan Ave,Lockleys,SA,5032,(08) 8353 6022,,,,,,,,,
Religious Organisations,Free Presbyterian Church Of Western Australia,5 Thistle Gr,Currambine,WA,6028,(08) 9305 4568,,,,,,,,,
Religious Organisations,Freedom Church Warrnambool (ACC),141B Koroit St,Warrnambool,VIC,3280,0428 886 234,,info@freedomchurch3280.com.au,http://www.freedomchurch3280.com.au,,,,,,
Religious Organisations,Fresh Christian Fellowship,90A Flores Rd,Geraldton,WA,6530,0400 899 743,,freshchristianfellowship@gmail.com,,,,32 369 796 505,Cancelled,Entity Name,99% ABN Accuracy
Religious Organisations,Friends Religious Society Of,Shop 12/ 210 Toorak Rd,South Yarra,VIC,3141,(03) 9827 3595,,vicclerk@quakers.org.au,http://www.vic.quakers.org.au,,,,,,
Religious Organisations,Fusion Australian (WA) Inc,92 Marine Tce,Geraldton,WA,6530,(08) 9964 3725,,,,,,,,,
Religious Organisations,Geneva Fellowship Inc.,197 Moriarty Rd,Latrobe,TAS,7307,(03) 6426 1053,,,,,,99 742 773 710,Active,Entity Name,99% ABN Accuracy
Religious Organisations,GFS Anglican Ministry,240 Adelaide Tce,Perth,WA,6000,(08) 9202 1627,,,,,,,,,
Religious Organisations,Gideons International In Australia,,suppressed,suppressed,,1800 061 566,,,,,,,,,
Religious Organisations,GLO Training Centre,20 King St,Smithton,TAS,7330,(03) 6452 1061,,,,,,,,,
Religious Organisations,God Squad Christian Motorcycle Club,215 Wellington St,Collingwood,VIC,3066,(03) 9416 1104,,,,,,,,,
Religious Organisations,God's Farm,94 Woodlands Rd,Wilyabrup,WA,6280,(08) 9755 6212,,,,,,,,,
Religious Organisations,Good Shepherd Centre for Justice & Fair Trade,261 Victoria St,Abbotsford,VIC,3067,(03) 9429 9346,,,,,,,,,
Religious Organisations,Good Shepherd Sisters,,St Kilda,VIC,3182,(03) 9534 3827,,,,,,,,,
Religious Organisations,Gospel Across the World,1st Floor Suite 6 30- 32 Ellingworth Parade,Box Hill,VIC,3128,(03) 9899 2000,,,,,,,,,
Religious Organisations,GreaterLife Church,4/ 347-349 Old Geelong Rd,Hoppers Crossing,VIC,3029,0425 042 535,,admin@greaterlife.com.au,http://www.greaterlife.com.au,,,,,,
Religious Organisations,Greek Orthodox Archdiocese Of Australia (Queenstown),2 West St,Queenstown,SA,5014,0432 819 671,,,,,,,,,
Religious Organisations,Greek Orthodox Archdiocese Of Australia (St Haralambos),Cnr Porter St and Church Rd,Templestowe,VIC,3106,(03) 9846 4066,,,,,,,,,
Religious Organisations,Greek Orthodox Community Of Melbourne & Victoria,64 St David St,Thornbury,VIC,3071,(03) 9484 3423,,,,,,,,,
Religious Organisations,Greek Orthodox Community Of Melbourne & Victoria,Old Heidelberg Rd,Alphington,VIC,3078,(03) 9499 2153,,,,,,,,,
Religious Organisations,Greek Orthodox Community Of Melbourne & Victoria,380 High St,Prahran,VIC,3181,(03) 9510 7880,,,,,,,,,
Religious Organisations,Greek Orthodox Community Of Melbourne & Victoria,186 Victoria Parade,East Melbourne,VIC,3002,(03) 9662 1362,,,,,,,,,
Religious Organisations,Greek Orthodox Community Of Melbourne & Victoria,2 Leeds St,Footscray,VIC,3011,(03) 9687 2727,,,,,,,,,
Religious Organisations,Greek Orthodox Community Of Melbourne & Victoria,168 Lonsdale St,Melbourne,VIC,3000,(03) 9662 2722,,info@greekcommunity.com.au,,,,,,,
Religious Organisations,Healesville Uniting Church,286 Maroondah Hwy,Healesville,VIC,3777,(03) 5962 4128,,jenniewren62@gmail.com,http://healesville.unitingchurch.org.au/,,,99 739 326 576,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Heathmont Interchurch Help Incorporated,136 Canterbury Rd,Heathmont,VIC,3135,(03) 9720 6757,,,,,,,,,
Religious Organisations,Helping Hand Centre Inc,792-806 Heatherton Rd,Springvale,VIC,3171,(03) 9547 4767,,,,,,,,,
Religious Organisations,Holy Trinity Church,,suppressed,suppressed,,(02) 9637 1904,,,,,,,,,
Religious Organisations,Hor-Kwong C,,suppressed,suppressed,,(02) 9816 3927,,,,,,,,,
Religious Organisations,ICCR,,suppressed,suppressed,,(03) 9489 5007,,,,,,,,,
Religious Organisations,Imagine Church Melbourne,1 Kingsbury Drive Plenty Road Cnr,Bundoora,VIC,3083,0413 861 460,,admin@imaginechurch.com.au,http://www.imaginechurch.com.au/,,,,,,
Religious Organisations,Insight For Living Inc,7/ 9 Jersey Rd,Bayswater,VIC,3153,(03) 9729 6955,,,,,,57 813 130 585,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Institute Of Religious Women,242 Hutt St,Adelaide,SA,5000,(08) 8232 9399,,,,,,,,,
Religious Organisations,Interserve Australia Inc,Suites 17 18 653 Mountain Hwy,Bayswater,VIC,3153,(03) 9729 9611,,,,,,12 041 298 204,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Islamic Co-Ordinating Hallal Board,155 Lygon St,Brunswick East,VIC,3057,(03) 9380 5467,,,,,,,,,
Religious Organisations,Islamic Information & Support Centre of Australia (IISCA),31 Edward St,Brunswick,VIC,3056,(03) 9387 7100,,info@iisca.org,,,,,,,
Religious Organisations,Islamic Social Association Of Australia,30 Inverloch Crst,Dallas,VIC,3047,(03) 9302 3030,,,,,,,,,
Religious Organisations,Islamic Society Of Victoria,90 Cramer St,Preston,VIC,3072,(03) 9470 5936,,,,,,79 036 396 525,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Islamic Trust of Victoria,201 Sayers Rd,Laverton,VIC,3028,(03) 9931 0255,,,,,,,,,
Religious Organisations,Jehovah's Witnesses-Congregations,,Port Noarlunga,SA,5167,(08) 8384 6917,,,,,,,,,
Religious Organisations,Jehovah's Witnesses-Kingdom Halls,,Ridgehaven,SA,5097,(08) 8396 1672,,,,,,,,,
Religious Organisations,Jesus Is The Way Spanish Church,210 Nicholson St,Footscray,VIC,3011,(03) 9689 2000,,,,,,,,,
Religious Organisations,Jewish Community Council Of Victoria,306 Hawthorn Rd,Caulfield South,VIC,3162,(03) 9272 5566,,,,,,18 081 783 381,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Jewish Synagogue,59 Argyle St,Hobart,TAS,7000,0431 902 929,,,,,,,,,
Religious Organisations,Joy Christian Church,14 Station Rd,St Leonards,TAS,7250,(03) 6339 2280,,,,,,64 478 510 572,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Jurien Bay Community Church Non Denominational,,Cervantes,WA,6511,(08) 9652 7328,,,,,,,,,
Religious Organisations,Kardinia Christian Church,1- 11 Kardinia Dr,Bell Post Hill,VIC,3215,(03) 5272 2003,,,www.kardiniachurch.com/home,,,,,,
Religious Organisations,Kardinia Church Warrnambool,35 Hoddle St,Warrnambool,VIC,3280,0427 479 304,,sandro.schietroma@kardiniachurch.com,,,,,,,
Religious Organisations,Kimberley Evangelisers Of Youth,,Broome,WA,6725,(08) 9192 1112,,,,,,,,,
Religious Organisations,Kingston SE New Life Centre Inc.,33 James St,Kingston Se,SA,5275,(08) 8767 2711,,kingstonse.nlc@bigpond.com,,,,45 464 073 996,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Kuitpo Community,Kuitpo Community Admnstrn and Rehabilitation,Hope Forest,SA,5172,(08) 8556 7320,,,,,,,,,
Religious Organisations,Lady Of Lebanon Maronite Parish,15-17 Strettle St,Thornbury,VIC,3071,(03) 9480 2759,,,,,,,,,
Religious Organisations,Lawton Lodge UCA Conference Centre,14 Shanns Ave,Mornington,VIC,3931,(03) 5977 0986,,,,,,,,,
Religious Organisations,Leongatha Seventh-day Adventist Church,5 Hassett St,Leongatha,VIC,3953,0417 320 231,,krisandgrae@hotmail.com,http://leongatha.adventist.org.au/,,,,,,
Religious Organisations,Liber8 Church,3 Jamieson St,Warrnambool,VIC,3280,0414 185 365,,info@liber8.org.au,liber8.org.au,,1994,,,,
Religious Organisations,Liberty Life Church,121 Morphett Rd,Camden Park,SA,5038,(08) 8295 1161,,info@libertylife.com.au,www.libertylife.com.au,,,83 008 192 014,Active,Business Name,99% ABN Accuracy
Religious Organisations,Life in the Word and Better Education,1st Floor Suite 6 30- 32 Ellingworth Parade,Box Hill,VIC,3128,(03) 9899 2000,,,,,,,,,
Religious Organisations,LifeWorks Relationship Counselling and Education Services,648 High St,Reservoir,VIC,3073,(03) 8650 6200,,,,,,50 071 373 950,Active,Entity Name,99% ABN Accuracy
Religious Organisations,LifeWorks Relationship Counselling and Education Services,5 Everage St,Moonee Ponds,VIC,3039,(03) 8650 6200,,lifeworks@lifeworks.com.au,http://www.lifeworks.com.au,,,50 071 373 950,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Lingsu (Aus),499 South Rd,Ashford,SA,5035,(08) 8371 1005,,,,,,,,,
Religious Organisations,Loyal Order of the Moorabbit,,Mabins Well,VIC,2716,0438 303 448,,,,,,,,,
Religious Organisations,Lutheran Church Community Care,309 Prospect Rd,Prospect,SA,5082,(08) 8269 9300,,,http://www.lccsa.org.au,,,,,,
Religious Organisations,Mahmood Mosque,6 - 8 Toogood Ave,Beverley,SA,5009,0402 388 965,,,,,,,,,
Religious Organisations,Manoah-Christian Senior Citizens Homes,86 Mills Rd,Martin,WA,6110,(08) 9398 7374,,,,,,,,,
Religious Organisations,Melbourne Pastors Network,7 Rimmer St,Mentone,VIC,3194,(03) 9585 1134,,,,,,,,,
Religious Organisations,Methodist Trinity Church,157 Kidds Rd,Doveton,VIC,3177,(03) 9794 7525,,,tmc.cmca.ws,,,,,,
Religious Organisations,Mikveh Chaya Mousske Schneerson,38 Empress Rd,St Kilda East,VIC,3183,(03) 9527 7555,,,,,,,,,
Religious Organisations,Millennium Christian Life Centre The,78 Atherton Rd,Oakleigh,VIC,3166,(03) 9077 9410,,,,,,,,,
Religious Organisations,Millennium Life Charity Organisation,229 New St,Brighton,VIC,3186,0405 615 884,,,,,2000,,,,
Religious Organisations,Missionary Sisters Of Christ The King,1 Kirala Crst,Berriedale,TAS,7011,(03) 6249 4394,,,,,,96 996 419 230,Active,Trading Name (Historic),99% ABN Accuracy
Religious Organisations,Moral Re Armament,,suppressed,suppressed,,(02) 6281 2107,,,www.au.iofc.com,,,,,,
Religious Organisations,Moral Rearmament,226 Kooyong Rd,Toorak,VIC,3142,(03) 9822 1210,,,,,,,,,
Religious Organisations,Moriel Ministries Australia,30 Summerlea St,Trafalgar,VIC,3824,(03) 5633 2300,,,,,,,,,
Religious Organisations,Morley Worship Centre,328 Walter Rd,Morley,WA,6062,(08) 9275 9595,,,,,,,,,
Religious Organisations,Native Valley Bible Fellowship,,Nairne,SA,5252,(08) 8388 6106,,,,,,75 665 516 239,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Ninga Mia Fellowship,Ninga Mia Village,Kalgoorlie,WA,6430,(08) 9021 5862,,,,,,,,,
Religious Organisations,OAC Ministries (Aust) Ltd,Unit 2/ 9-11 Highview Dr,Doncaster,VIC,3108,(03) 9840 1144,,,,,,,,,
Religious Organisations,"Office Of Justice,Ecology & Peace",,Broome,WA,6725,(08) 9192 1060,,,,,,,,,
Religious Organisations,Oracle Ministry,16 Martin St,Thornbury,VIC,3071,0417 188 855,,minister@oracleministry.com,http://www.oracleministry.com,,,,,,
Religious Organisations,Order Of St Luke The Physician (Australasia),112 100 Harold St,Wantirna,VIC,3152,(03) 9837 5097,,natsec@osl.org.au,Visit Us,,,,,,
Religious Organisations,Order Of The Cross (melb Group) The,42 Terrara Rd,Vermont,VIC,3133,(03) 9874 4676,,,,,,,,,
Religious Organisations,Origins Centre The,Jayes Rd,Balingup,WA,6253,(08) 9764 1109,,origins@iinet.com.au,http://origins.mysouthwest.com.au,,,,,,
Religious Organisations,Our Lady's Parish Church Craigieburn,171 Craigieburn Rd,Craigieburn,VIC,3064,(03) 9308 3957,,info@ourladys.org,http://www.our-ladys.org,,1985,,,,
Religious Organisations,Pallotti College,McNamaras Rd,Millgrove,VIC,3799,(03) 5966 2585,,,,,,99 414 292 708,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Pathway to Life,20 Nicholls St,Devonport,TAS,7310,(03) 6423 3796,,office@pathwaytolife.org.au,http://www.pathwaytolife.com.au,,,51 882 348 261,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Perth Bible College (Inc),1 College Ct,Karrinyup,WA,6018,(08) 9243 2000,,college@pbc.wa.edu.au,http://http://www.pbc.wa.edu.au,,,52 599 089 532,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Planetshakers Church,40 Lakeside Bvd,Pakenham,VIC,3810,1300 883 321,,southeast@planetshakers.com,www.planetshakers.com/australia/southeast,,,,,,
Religious Organisations,Planetshakers Church,360 Main Rd,Lower Plenty,VIC,3093,(03) 9439 5555,,web@planetshakers.com,www2.planetshakers.com/australia/northeast,,,,,,
Religious Organisations,Pontian Brotherhood Of SA Incorporated,674 Torrens Rd,Pennington,SA,5013,(08) 8447 5567,,,,,,,,,
Religious Organisations,Poor Clare Monastery,18-20 Edwards Rd,Kennington,VIC,3550,(03) 5443 7397,,,,,,,,,
Religious Organisations,Post Disaster Ministry,212 Pirie St,Adelaide,SA,5000,0408 803 034,,,,,,,,,
Religious Organisations,Potters House Christian Church Geelong,23 Elizabeth St,Geelong West,VIC,3218,0435 855 181,,grplum@gmail.com,http://www.geelongchurch.com,,,,,,
Religious Organisations,Potters House Christian Fellowship Dandenong,Lvl 1/ 1-7 Langhorne St,Dandenong,VIC,3175,(03) 8794 9041,,,,,,,,,
Religious Organisations,Praise@Resurrection Charismatic Prayer Group,51 Gum Rd,St Albans,VIC,3021,(03) 8307 3082,,,,,,,,,
Religious Organisations,Prayer Room,92 Gascoyne Way,Cooloongup,WA,6168,(08) 9592 1760,,,,,,,,,
Religious Organisations,Presbyterian Youth Victoria,268 Canterbury Rd,Heathmont,VIC,3135,(03) 9017 4676,,,,,,,,,
Religious Organisations,Presentation Sisters Convent,,Myrtleford,VIC,3737,(03) 5752 1031,,,,,,,,,
Religious Organisations,Prison Fellowship Of Australia - WA Council,Unit 3/ 436 Lord St,Mt Lawley,WA,6050,(08) 9228 4649,,,,,,35 550 201 911,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Purpose Living City Church,"Melbourne High School, T 29, Alexandra Ave",South Yarra,VIC,3141,0403 298 897,,,,,,,,,
Religious Organisations,Quakers (Religious Society of Friends),14 Desaumarez St,Kensington Park,SA,5068,0416 785 937,,,,,,,,,
Religious Organisations,Quang Duc Buddist Welfare Association Of Victoria,85 Lynch Rd,Fawkner,VIC,3060,(03) 9357 3544,,,,,,,,,
Religious Organisations,Redemption Churches,,suppressed,suppressed,,0490 136 162,,Truth@RedemptionChurches.com,,,,,,,
Religious Organisations,Retreat The,7 Gay St,Morwell,VIC,3840,(03) 5134 8987,,,,,,,,,
Religious Organisations,Riverview Bible College,1 Thorogood St,Burswood,WA,6100,(08) 9470 1256,,,,,,,,,
Religious Organisations,Sai Baba Centre Of Launceston,131 Jones,Liffey,TAS,7301,(03) 6397 3498,,,,,,,,,
Religious Organisations,Salesians of Don Bosco,1A Ventnor St,Chadstone,VIC,3148,(03) 9569 0707,,,,,,,,,
Religious Organisations,Salesians of Don Bosco,Lysterfield Rd,Lysterfield,VIC,3156,(03) 9758 1611,,,,,,,,,
Religious Organisations,Salvation Army Corps The,70 Henna St,Warrnambool,VIC,3280,(03) 5561 6792,,,,,,,,,
Religious Organisations,Salvation Army Quarters,16 Heath St,Red Cliffs,VIC,3496,(03) 5024 2110,,,,,,,,,
Religious Organisations,Salvos Ferntree Gully,3/ 1841 Ferntree Gully Rd,Mountain Gate,VIC,3156,(03) 9756 0495,,,http://www.salvationarmy.org.au,,,,,,
Religious Organisations,Scripture Union In N.T.,,suppressed,suppressed,,(08) 8945 4351,,info@sunt.org.au,http://sunt.org.au,,,,,,
Religious Organisations,Seventh Day Adventist Church (Sale),53 Stawell St,Sale,VIC,3850,(03) 5144 4119,,,,,,,,,
Religious Organisations,Seventh Day Adventists Churches,101 Lava St,Warrnambool,VIC,3280,(03) 5562 4933,,,,,,,,,
Religious Organisations,Seventh Day Adventists Churches,71 King St,Hamilton,VIC,3300,(03) 5562 4933,,,,,,,,,
Religious Organisations,Seventh Day Adventists Churches,85 Cape Nelson Rd,Portland,VIC,3305,(03) 5562 4933,,,,,,,,,
Religious Organisations,Shekinah Glory Christian Fellowship Inc.,21A Sun Crst,Sunshine,VIC,3020,0414 206 686,,revr.wedi@gmail.com,http://www.shekinah-glory.com.au,,,,,,
Religious Organisations,Sikh Cultural Society of Victoria The,344 Hume Hwy,Craigieburn,VIC,3064,(03) 9305 6511,,,,,,,,,
Religious Organisations,Sikh Society Of South Australia Inc,10 Mt Barker Rd,Glen Osmond,SA,5064,(08) 8379 4420,,,,,,87 775 890 155,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Silver City CRC,,suppressed,suppressed,,0408 624 374,,,,,,,,,
Religious Organisations,Sirius USEIT,1 Inez Ave,Eltham,VIC,3095,0427 381 911,,,www.siriususeit.com/cp.html,,,,,,
Religious Organisations,Slavic Gospel Association,351 Princes Hwy,Noble Park,VIC,3174,(03) 9562 3434,,,,,,31 731 714 749,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Soul Care Industries,,Ocean Grove,VIC,3226,(03) 5256 3530,,,,,,,,,
Religious Organisations,Sound City Church,5 McCamey Ave,Rockingham,WA,6168,(08) 9592 2457,,,,,,96 399 709 487,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Southland Harvest Fellowship,Sandor's Motor Inn / 179 Deakin Ave,Mildura,VIC,3500,(03) 5023 4925,,,,,,41 970 147 426,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Spiritualist Church & Psychic Research,,Moonah,TAS,7009,(03) 6243 1442,,,,,,,,,
Religious Organisations,St Anthonys Coptic Orthodox Monastery,,Heathcote,VIC,3523,(03) 5433 3026,,,,,,,,,
Religious Organisations,St Columbans Mission Priests Residence,69 Woodland St,Essendon North,VIC,3041,(03) 9379 4644,,,,,,,,,
Religious Organisations,St John Of God Convent,,Lake Wendouree,VIC,3350,(03) 5320 2181,,,,,,,,,
Religious Organisations,St Joseph's Times Of Mass & Reconciliation,Cnr Macquarrie & Harrington Strs,Hobart,TAS,7000,(03) 6234 4979,,,,,,,,,
Religious Organisations,St Mary of the Angel Appeal Office,Myers St,Geelong,VIC,3220,(03) 5229 8004,,,,,,,,,
Religious Organisations,St Marys House Of Welcome,165 Brunswick St,Fitzroy,VIC,3065,(03) 9417 6497,,,,,,54 050 278 754,Active,Entity Name,99% ABN Accuracy
Religious Organisations,St Matthew's Prahran,157A High St,Prahran,VIC,3181,(03) 9510 3326,,info@stmatts.com.au,Visit Our Website,,,,,,
Religious Organisations,St Raphael's Home For The Aged,2 Franciscan Ave,Lockleys,SA,5032,(08) 8353 6022,,,,,,59 837 469 096,Active,Trading Name,99% ABN Accuracy
Religious Organisations,St Vincent De Paul Society Family Centre,7 Doswell Tce,Kadina,SA,5554,(08) 8821 3931,,,,,,,,,
Religious Organisations,Subud Spiritual Association,222 Shepperton Rd,East Victoria Park,WA,6101,(08) 9349 2773,,,,,,,,,
Religious Organisations,Sukyo Mahikari Adelaide,,Adelaide,SA,5000,(08) 8332 0345,,,,,,,,,
Religious Organisations,Sukyo Mahikari Hobart,3rd Floor Biggins Block 67 Letitia St,North Hobart,TAS,7000,(03) 6231 6435,,,,,,,,,
Religious Organisations,Sukyo Mahikari Melbourne,19 Garden Rd,Camberwell,VIC,3124,(03) 9809 0551,,,,,,,,,
Religious Organisations,Swan Christian Education Associations Inc,9 Sayer St,Midland,WA,6056,(08) 9264 6411,,,,,,,,,
Religious Organisations,Swan Hill Presbyterian Church,325 Campbell St,Swan Hill,VIC,3585,(03) 5592 5220,,pastormiles5@gmail.com,,,,89 161 075 037,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Tamil Church TWC,,suppressed,suppressed,,0414 316 564,,,,,,,,,
Religious Organisations,Tashs Tarot Reading,,Cobram,VIC,3644,(03) 5871 2052,,tashstarot@hotmail.com,http://tashstarotcards.webs.com,,,,,,
Religious Organisations,Temple Society Australia,152 Tucker Rd,Bentleigh,VIC,3204,(03) 9557 6713,,,,,,98 780 927 092,Active,Entity Name,99% ABN Accuracy
Religious Organisations,The Emissaries (S.A.) Inc,Riverdell Clifford Rd,Hillier,SA,5116,(08) 8523 1329,,,,,,83 652 750 227,Active,Entity Name,99% ABN Accuracy
Religious Organisations,The Gideons International Australia,44 Clifton St,Blair Athol,SA,5084,(08) 8862 1553,,,,,,,,,
Religious Organisations,The Potter's House Christian Church - Maylands,181 Guildford Rd,Maylands,WA,6051,0455 755 835,,admin@pottershousemaylands.com,http://www.pottershousemaylands.com,,,,,,
Religious Organisations,The Potters House Christian Church Thomastown,1 Austarc Ave,Thomastown,VIC,3074,0438 469 820,,ttownphcf@hotmail.com,http://www.pottershousethomastown.com,,,,,,
Religious Organisations,The Salvation Army Crossroads West,333 William St,Perth,WA,6000,(08) 9328 1600,,,,,,,,,
Religious Organisations,The Wellspring Centre Incorporated,Unit 63 10 Y St,Ashburton,VIC,3147,(03) 9885 0277,,info@wellspringcentre.org.au,http://www.wellspringcentre.org.au,,,,,,
